,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,152.0,1.0,1.0,2023-09-10,PHI,@,NWE,"W, 25-20",*,0.0,3,1,2,0,0,0,1,70,1,3,0,0.0,80,100.0,0,0.0
1,2.0,153.0,2.0,2.0,2023-09-14,PHI,,MIN,"W, 34-28",*,0.0,6,5,1,0,0,0,0,0,0,1,0,0.0,58,100.0,0,0.0
2,3.0,154.0,3.0,3.0,2023-09-25,PHI,@,TAM,"W, 25-11",*,0.0,1,1,0,0,0,0,0,0,0,0,0,0.0,47,100.0,0,0.0
3,4.0,155.0,4.0,4.0,2023-10-01,PHI,,WAS,"W, 34-31 (OT)",*,0.0,11,10,1,0,0,0,0,0,0,0,0,0.0,77,98.7,0,0.0
4,5.0,156.0,5.0,5.0,2023-10-08,PHI,@,LAR,"W, 23-14",*,0.0,4,4,0,0,0,0,0,0,0,0,0,0.0,56,100.0,0,0.0
5,5.0,,6.0,6.0,2023-10-15,PHI,@,NYJ,"L, 14-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,6.0,157.0,7.0,7.0,2023-10-22,PHI,,MIA,"W, 31-17",*,0.0,4,4,0,1,0,0,1,16,0,2,0,0.0,49,100.0,0,0.0
7,7.0,158.0,8.0,8.0,2023-10-29,PHI,@,WAS,"W, 38-31",*,0.0,3,3,0,0,0,0,0,0,0,0,0,0.0,72,100.0,0,0.0
8,8.0,159.0,9.0,9.0,2023-11-05,PHI,,DAL,"W, 28-23",*,0.0,8,5,3,0,0,0,0,0,0,1,0,0.0,74,98.7,0,0.0
9,9.0,160.0,10.0,11.0,2023-11-20,PHI,@,KAN,"W, 21-17",*,0.0,4,4,0,0,0,0,0,0,0,2,0,0.0,79,100.0,0,0.0
10,10.0,161.0,11.0,12.0,2023-11-26,PHI,,BUF,"W, 37-34 (OT)",*,0.0,4,3,1,0,0,0,0,0,0,2,0,0.0,95,100.0,0,0.0
11,11.0,162.0,12.0,13.0,2023-12-03,PHI,,SFO,"L, 19-42",*,0.0,5,5,0,0,0,0,0,0,0,0,0,0.0,55,93.2,0,0.0
12,12.0,163.0,13.0,14.0,2023-12-10,PHI,@,DAL,"L, 13-33",*,0.0,4,3,1,0,0,0,0,0,0,3,0,0.0,67,81.7,0,0.0
13,12.0,,14.0,15.0,2023-12-18,PHI,@,SEA,"L, 17-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,12.0,,15.0,16.0,2023-12-25,PHI,,NYG,"W, 33-25",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,12.0,,16.0,17.0,2023-12-31,PHI,,ARI,"L, 31-35",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,12.0,,17.0,18.0,2024-01-07,PHI,@,NYG,"L, 10-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,10-2,,0.0,57,48,9,1,0,0,2,86,1,14,0,0.0,809,97.5,0,0.0
