,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,32.0,1.0,1.0,2020-09-13,PHI,@,WAS,"L, 17-27",*,9,8,101,12.6,1,88.9,11.2,54,79.4,0,0.0,4,12.1
1,2.0,33.0,2.0,2.0,2020-09-20,PHI,,LAR,"L, 19-37",,8,4,30,7.5,0,50.0,3.8,63,88.7,0,0.0,3,12.0
2,3.0,34.0,3.0,3.0,2020-09-27,PHI,,CIN,"T, 23-23 (OT)",,1,1,7,7.0,0,100.0,7.0,6,6.6,0,0.0,0,0.0
3,3.0,,4.0,4.0,2020-10-04,PHI,@,SFO,"W, 25-20",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
4,3.0,,5.0,5.0,2020-10-11,PHI,@,PIT,"L, 29-38",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
5,3.0,,6.0,6.0,2020-10-18,PHI,,BAL,"L, 28-30",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
6,3.0,,7.0,7.0,2020-10-22,PHI,,NYG,"W, 22-21",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
7,4.0,35.0,8.0,8.0,2020-11-01,PHI,,DAL,"W, 23-9",*,1,1,15,15.0,0,100.0,15.0,54,84.4,0,0.0,0,0.0
8,5.0,36.0,9.0,10.0,2020-11-15,PHI,@,NYG,"L, 17-27",*,6,4,33,8.3,0,66.7,5.5,62,92.5,0,0.0,0,0.0
9,6.0,37.0,10.0,11.0,2020-11-22,PHI,@,CLE,"L, 17-22",*,6,5,77,15.4,1,83.3,12.8,68,100.0,0,0.0,3,10.3
10,7.0,38.0,11.0,12.0,2020-11-30,PHI,,SEA,"L, 17-23",*,10,7,75,10.7,1,70.0,7.5,71,100.0,0,0.0,2,8.0
11,8.0,39.0,12.0,13.0,2020-12-06,PHI,@,GNB,"L, 16-30",*,7,5,66,13.2,0,71.4,9.4,52,83.9,0,0.0,5,18.5
12,9.0,40.0,13.0,14.0,2020-12-13,PHI,,NOR,"W, 24-21",*,6,4,43,10.8,0,66.7,7.2,59,85.5,0,0.0,8,30.8
13,10.0,41.0,14.0,15.0,2020-12-20,PHI,@,ARI,"L, 26-33",*,8,4,39,9.8,0,50.0,4.9,74,88.1,0,0.0,13,43.3
14,11.0,42.0,15.0,16.0,2020-12-27,PHI,@,DAL,"L, 17-37",*,3,3,38,12.7,0,100.0,12.7,41,56.2,0,0.0,3,9.7
15,11.0,,16.0,17.0,2021-01-03,PHI,,WAS,"L, 14-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,,,,,,,,2-8-1,,65,46,524,11.4,3,70.8,8.1,604,76.6,0,0.0,41,13.2
